city,region,address,population,timezone,geo_lat,geo_lon,fias_id
Белогорск,Амурская,"Амурская обл, г Белогорск",68220,UTC+9,50.9213415,128.4739471,c528e99b-7e81-4290-9cda-8713884472a5
Благовещенск,Амурская,г Благовещенск,214397,UTC+9,50.290659,127.527198,8f41253d-6e3b-48a9-842a-25ba894bd093
Завитинск,Амурская,"Амурская обл, г Завитинск",11481,UTC+9,50.1064111,129.4391813,7b39476f-0edb-4bc3-bb31-6cedfb2aa695
Зея,Амурская,"Амурская обл, г Зея",25042,UTC+9,53.7340088,127.265787,581855f4-f0bc-44a5-a36e-a298279f9ec4
Райчихинск,Амурская,"Амурская обл, г Райчихинск",20499,UTC+9,49.7941615,129.4112492,981b5f3a-f0b6-444f-a6fb-c2bc10804b31
Свободный,Амурская,"Амурская обл, г Свободный",58594,UTC+9,51.3614103,128.1219729,dd560dfa-3feb-48e2-aa3b-b71213e7441e
Сковородино,Амурская,"Амурская обл, г Сковородино",9561,UTC+9,53.9871095,123.9437205,260c545f-883c-440a-852c-c39a65fe4104
Тында,Амурская,"Амурская обл, г Тында",35574,UTC+9,55.1546441,124.7468904,007e010f-e110-4a55-90a7-c4acac623c9b
Циолковский,Амурская,"Амурская обл, г Циолковский",6208,UTC+9,51.762481,128.1219846,f9ce3255-3f79-4457-919c-d180fa813b6a
Шимановск,Амурская,"Амурская обл, г Шимановск",19815,UTC+9,52.0051886,127.7005458,809f0591-bb18-40a2-9fac-7d3d0a22c0bf
Бабушкин,Бурятия,"Респ Бурятия, Кабанский р-н, г Бабушкин",4542,UTC+8,51.7112755,105.8673219,519731a7-aace-435a-9a1c-1d0051ab7913
Гусиноозерск,Бурятия,"Респ Бурятия, г Гусиноозерск",23280,UTC+8,51.2865048,106.5230319,30e1ab6c-4ee2-45ce-934a-c3435a015c29
Закаменск,Бурятия,"Респ Бурятия, г Закаменск",11249,UTC+8,50.372713,103.286699,0602f259-5de5-48e0-8a2c-427a5e0aef82
Кяхта,Бурятия,"Респ Бурятия, г Кяхта",20013,UTC+8,50.346543,106.4533516,5ef858d8-f7e6-4ea9-8276-53a25672bf9f
Северобайкальск,Бурятия,"Респ Бурятия, г Северобайкальск",23673,UTC+8,55.635614,109.3361505,c4ea4370-0720-40a3-9df6-dd8ccf354d15
Улан-Удэ,Бурятия,г Улан-Удэ,431922,UTC+8,51.8335853,107.5842223,9fdcc25f-a3d0-4f28-8b61-40648d099065
Биробиджан,Еврейская,г Биробиджан,75419,UTC+10,48.7946446,132.9217207,5d133391-46ee-496b-83a6-efeeaa903643
Облучье,Еврейская,"Еврейская Аобл, г Облучье",9379,UTC+10,49.0189345,131.0540102,b60c1e9f-9355-47ef-b5a3-82906d074bd4
Балей,Забайкальский,"Забайкальский край, г Балей",12536,UTC+9,51.5823759,116.6379549,29a51a64-5ca3-4cc6-87ff-9cdfcc17642e
Борзя,Забайкальский,"Забайкальский край, г Борзя",31376,UTC+9,50.3876058,116.5234779,d4b135b9-4504-4bae-8585-da058d350f58
Краснокаменск,Забайкальский,"Забайкальский край, г Краснокаменск",55668,UTC+9,50.0929703,118.0323936,3c9d5e9e-2922-4e9e-9e49-dbe6faf01fb2
Могоча,Забайкальский,"Забайкальский край, г Могоча",13228,UTC+9,53.7361398,119.7660867,29eb6b99-27ad-493c-9fd1-a83fe8acdf24
Нерчинск,Забайкальский,"Забайкальский край, г Нерчинск",14976,UTC+9,51.9594977,116.5852383,ba325548-ac92-4a21-904b-bb535e5fe249
Петровск-Забайкальский,Забайкальский,"Забайкальский край, г Петровск-Забайкальский",18555,UTC+9,51.2748592,108.846681,b26bb2c1-f79b-4c97-9d2d-e73790cfe622
Сретенск,Забайкальский,"Забайкальский край, г Сретенск",6850,UTC+9,52.2461454,117.7117842,f9dd7993-4953-4980-bbcc-2666b94b2a06
Хилок,Забайкальский,"Забайкальский край, г Хилок",11530,UTC+9,51.3634856,110.4590898,a4b18a69-c5df-4022-ba9b-a29f99acfa42
Чита,Забайкальский,г Чита,323964,UTC+9,52.0340142,113.4994,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c
Шилка,Забайкальский,"Забайкальский край, г Шилка",13947,UTC+9,51.8497035,116.0334461,69efa85f-c9d7-44bb-bcda-95205cd1a647
Вилючинск,Камчатский,"Камчатский край, г Вилючинск",22905,UTC+12,52.9302415,158.4057632,b75a9701-5cd4-4623-99d5-4fa7463ceb47
Елизово,Камчатский,"Камчатский край, г Елизово",39548,UTC+12,53.1830375,158.3883548,3da129ee-9b72-45ec-bef9-07b69e1eed4e
Петропавловск-Камчатский,Камчатский,г Петропавловск-Камчатский,179526,UTC+12,53.036908,158.6559254,0b3f0723-5fe0-4c23-af44-8082166c6d2e
Магадан,Магаданская,г Магадан,95925,UTC+11,59.5681332,150.8084956,cb8ae35a-93df-4133-b377-50f3698c8b5e
Сусуман,Магаданская,"Магаданская обл, г Сусуман",5865,UTC+11,62.7805882,148.1540281,b617d714-cbce-4abe-bf0d-668be5e3d670
Арсеньев,Приморский,"Приморский край, г Арсеньев",56742,UTC+10,44.1622031,133.2696209,36e4c7ce-7320-48ee-8320-0587c1e09917
Артем,Приморский,"Приморский край, г Артем",102636,UTC+10,43.3501675,132.1596175,3ce80b09-9b72-4e68-9b2d-becaaee4570e
Большой Камень,Приморский,"Приморский край, г Большой Камень",39257,UTC+10,43.1111742,132.3480082,1315186b-9ae8-4f92-b3a5-1db055c15358
Владивосток,Приморский,г Владивосток,592069,UTC+10,43.1164904,131.8823937,7b6de6a5-86d0-4735-b11a-499081111af8
Дальнегорск,Приморский,"Приморский край, г Дальнегорск",37503,UTC+10,44.5539457,135.5662716,b2a863e2-37be-4858-b65e-0babc3872052
Дальнереченск,Приморский,"Приморский край, г Дальнереченск",27601,UTC+10,45.9308483,133.7316907,e6e6c2b1-20cf-47a7-9a4b-39e8a96cc5c8
Лесозаводск,Приморский,"Приморский край, г Лесозаводск",36975,UTC+10,45.4780092,133.4186199,71b4cdae-5e53-4406-a418-1e8b5c17dc2e
Находка,Приморский,"Приморский край, г Находка",159695,UTC+10,42.8239372,132.8927361,225a3506-35aa-4456-8bd7-244bdfbc4eaf
Партизанск,Приморский,"Приморский край, г Партизанск",38648,UTC+10,43.1280578,133.1264567,b62edf86-4257-4e80-ade6-857529bd1b1e
Спасск-Дальний,Приморский,"Приморский край, г Спасск-Дальний",44166,UTC+10,44.5901175,132.8157288,e55554eb-c571-49d2-bf69-c3c4acf8b10b
Уссурийск,Приморский,"Приморский край, г Уссурийск",157946,UTC+10,43.7971818,131.9518229,de7335fb-9baa-48eb-927d-0bb299b2e5bc
Фокино,Приморский,"Приморский край, г Фокино",23683,UTC+10,42.9706317,132.4110196,fdb16823-586f-43d2-a1b4-b1c7c7f00bcd
Александровск-Сахалинский,Сахалинская,"Сахалинская обл, г Александровск-Сахалинский",10613,UTC+11,50.8974378,142.1578559,b56de39f-87a4-4c5c-a2b1-9ccb64039774
Анива,Сахалинская,"Сахалинская обл, г Анива",8449,UTC+11,46.713152,142.5265804,7e2a1112-2976-44b8-94a1-c0af2bad7d38
Долинск,Сахалинская,"Сахалинская обл, г Долинск",12200,UTC+11,47.3255783,142.7945071,d1e3874e-1b89-4000-b63e-2a0428adbcd8
Корсаков,Сахалинская,"Сахалинская обл, г Корсаков",33526,UTC+11,46.6324545,142.799445,ba09681d-27a6-4784-8369-fa13da3057bf
Курильск,Сахалинская,"Сахалинская обл, г Курильск",2070,UTC+11,45.2270954,147.8796323,1e3fbbb8-0c90-4a49-a012-9d5813f4f032
Макаров,Сахалинская,"Сахалинская обл, г Макаров",6788,UTC+11,48.6236334,142.7803205,eeb17cd3-ea24-4d58-bd46-ad6c333d3de7
Невельск,Сахалинская,"Сахалинская обл, г Невельск",11682,UTC+11,46.6526899,141.8630725,2bdeaf4a-cbcc-497f-b558-3efc68434d76
Оха,Сахалинская,"Сахалинская обл, г Оха",23007,UTC+11,53.5867839,142.9412411,273e561f-aa3b-4057-9225-862563c93287
Поронайск,Сахалинская,"Сахалинская обл, г Поронайск",16461,UTC+11,49.238866,143.1008333,10e40296-e5b1-4688-83d5-838eac25ae72
Северо-Курильск,Сахалинская,"Сахалинская обл, г Северо-Курильск",2381,UTC+11,50.6730577,156.1282211,156ed642-9a53-4830-bec3-88f5e6dedd69
Томари,Сахалинская,"Сахалинская обл, г Томари",4537,UTC+11,47.7620108,142.0615837,06eb791a-25e9-4b8e-aaba-4a845b7394db
Углегорск,Сахалинская,"Сахалинская обл, г Углегорск",11880,UTC+11,49.0815774,142.0692639,c3da66fb-eb91-47c6-934c-b98ed003c82e
Холмск,Сахалинская,"Сахалинская обл, г Холмск",30936,UTC+11,47.0408423,142.041688,0d5fd8b6-9e5e-44e1-a341-fff1c3c9e1e0
Южно-Сахалинск,Сахалинская,г Южно-Сахалинск,181727,UTC+11,46.9591631,142.737976,44388ad0-06aa-49b0-bbf9-1704629d1d68
Амурск,Хабаровский,"Хабаровский край, г Амурск",42977,UTC+10,50.2344147,136.8792444,d3c4b43d-3e19-4454-939b-d92ef3d6c875
Бикин,Хабаровский,"Хабаровский край, г Бикин",17156,UTC+10,46.8185743,134.2550718,70dc89f8-f067-482a-bd50-4fb2782463e7
Вяземский,Хабаровский,"Хабаровский край, г Вяземский",14556,UTC+10,47.5353379,134.7553856,6dbd1c8b-7c73-4ff7-9cbd-7062ac0cc88d
Комсомольск-на-Амуре,Хабаровский,"Хабаровский край, г Комсомольск-на-Амуре",263906,UTC+10,50.5498936,137.0079408,a29c5b20-5056-412b-9af6-7b805aa3ea72
Николаевск-на-Амуре,Хабаровский,"Хабаровский край, г Николаевск-на-Амуре",22773,UTC+10,53.1460657,140.7111367,7a58fb7c-6d03-46e4-b5fc-3f5b587c09be
Советская Гавань,Хабаровский,"Хабаровский край, г Советская Гавань",27712,UTC+10,48.9664966,140.285174,64f0ebe7-00e4-40a0-9dd9-15f9293632ae
Хабаровск,Хабаровский,г Хабаровск,577668,UTC+10,48.4647258,135.0598942,a4859da8-9977-4b62-8436-4e1b98c5d13f
Анадырь,Чукотский,г Анадырь,13053,UTC+12,64.7313924,177.5015421,7fad3a21-06b4-4af3-9657-bf1521714952
Билибино,Чукотский,"Чукотский АО, г Билибино",5504,UTC+12,68.0584191,166.4388172,c012d402-217c-488a-85f3-52b3312ddab6
Певек,Чукотский,"Чукотский АО, г Певек",4161,UTC+12,69.7016661,170.2999022,e8a6aabb-9ea3-4862-9bf7-4b35460e98a4
Алдан,Саха /Якутия/,"Респ Саха /Якутия/, г Алдан",21277,UTC+9,58.6094283,125.3817188,29a64605-5441-48c5-bc08-117a72ebc843
Верхоянск,Саха /Якутия/,"Респ Саха /Якутия/, у Верхоянский, г Верхоянск",1311,UTC+10,67.5502451,133.390735,86a078da-13f2-4c47-989a-cce0384a60d3
Вилюйск,Саха /Якутия/,"Респ Саха /Якутия/, г Вилюйск",10233,UTC+9,63.7517616,121.627284,52297f9a-df7f-4d97-9260-342aed1f0718
Ленск,Саха /Якутия/,"Респ Саха /Якутия/, г Ленск",24955,UTC+9,60.7276196,114.9548255,fdb008ca-3f90-478f-988f-8ec51fc5cc26
Мирный,Саха /Якутия/,"Респ Саха /Якутия/, г Мирный",37179,UTC+9,62.536232,113.9667728,62d403af-d460-4e79-a90b-8b6a351af3b1
Нерюнгри,Саха /Якутия/,"Респ Саха /Якутия/, г Нерюнгри",61746,UTC+9,56.6599953,124.7202403,6ece5c38-f802-4f32-ad33-0409538c3562
Нюрба,Саха /Якутия/,"Респ Саха /Якутия/, г Нюрба",10156,UTC+9,63.2828955,118.3242437,5749064c-e95a-4a2c-a274-9aba7b066003
Олекминск,Саха /Якутия/,"Респ Саха /Якутия/, г Олекминск",9487,UTC+9,60.3758006,120.4060878,c3aba7f3-caf7-443f-a906-8d79e6ec37f6
Покровск,Саха /Якутия/,"Респ Саха /Якутия/, г Покровск",9495,UTC+9,61.4843503,129.1482392,fbe75414-a226-41f0-916b-de889d2c84c8
Среднеколымск,Саха /Якутия/,"Респ Саха /Якутия/, г Среднеколымск",3525,UTC+11,67.4582218,153.7069425,42bf7165-9170-403c-bf86-ca1c19453e1c
Томмот,Саха /Якутия/,"Респ Саха /Якутия/, у Алданский, г Томмот",8054,UTC+9,58.9586859,126.2875462,ddf06654-8540-4b55-9a08-45497cc29a75
Удачный,Саха /Якутия/,"Респ Саха /Якутия/, у Мирнинский, г Удачный",12611,UTC+9,66.4071765,112.3061555,e6fde0e4-6124-4e8d-82ce-5f97abe86cc6
Якутск,Саха /Якутия/,г Якутск,269486,UTC+9,62.0281405,129.7325887,884c84a2-0141-4652-962d-8a92989b88f7
Агидель,Башкортостан,"Респ Башкортостан, г Агидель",16365,UTC+5,55.8999056,53.9220144,8294b97c-7553-499e-8369-821d6eb0fdc7
Баймак,Башкортостан,"Респ Башкортостан, г Баймак",17710,UTC+5,52.5912896,58.3110998,874d4c58-31cd-4309-80db-8f14863efdbb
Белебей,Башкортостан,"Респ Башкортостан, г Белебей",60183,UTC+5,54.1034582,54.1113129,11e85c3e-c276-43b3-94e8-6b7f6cde5ac1
Белорецк,Башкортостан,"Респ Башкортостан, г Белорецк",68804,UTC+5,53.9676488,58.4100419,dd65b1de-c076-4126-9b56-c4b4979e2b0f
Бирск,Башкортостан,"Респ Башкортостан, г Бирск",41637,UTC+5,55.4155753,55.5582214,8c049a5c-f080-4052-93a9-89decf401900
Благовещенск,Башкортостан,"Респ Башкортостан, г Благовещенск",34246,UTC+5,55.0499867,55.9553186,da7ef573-cdbe-458e-a790-b29ad3a3d140
Давлеканово,Башкортостан,"Респ Башкортостан, г Давлеканово",24040,UTC+5,54.2226707,55.0312373,d820f602-8763-4f63-be89-10077a2f025b
Дюртюли,Башкортостан,"Респ Башкортостан, г Дюртюли",31272,UTC+5,55.4848318,54.8524765,d4ac608f-5096-4529-bab2-68a26c64272e
Ишимбай,Башкортостан,"Респ Башкортостан, г Ишимбай",66259,UTC+5,53.4545764,56.0438751,b3d2e10f-752d-4b90-b54b-9d6545f38ae0
Кумертау,Башкортостан,"Респ Башкортостан, г Кумертау",62854,UTC+5,52.7564939,55.7970197,48e38991-07fd-4aaa-b240-a7280e4a823f
Межгорье,Башкортостан,"Респ Башкортостан, г Межгорье",17353,UTC+5,54.2397689,57.9614547,5fd3a551-8553-4571-bfc8-2bfb211686f5
Мелеуз,Башкортостан,"Респ Башкортостан, г Мелеуз",61408,UTC+5,52.9589532,55.9282838,c516337d-f590-439b-83ad-6f15a9325740
Нефтекамск,Башкортостан,"Респ Башкортостан, г Нефтекамск",121757,UTC+5,56.088377,54.2483061,2c9997d2-ce94-431a-96c9-722d2238d5c8
Октябрьский,Башкортостан,"Респ Башкортостан, г Октябрьский",109379,UTC+5,54.4815311,53.4655972,abd1bc35-ec51-437a-abee-76a4f620f662
Салават,Башкортостан,"Респ Башкортостан, г Салават",156085,UTC+5,53.3616974,55.9245224,fc14353f-5a1d-4f22-94ea-b900bad9a9f1
Сибай,Башкортостан,"Респ Башкортостан, г Сибай",62732,UTC+5,52.7204651,58.6663783,d7825646-76f7-4322-a88c-42cc90cbd2b2
Стерлитамак,Башкортостан,"Респ Башкортостан, г Стерлитамак",273432,UTC+5,53.6300864,55.9317089,84e0b23d-82fe-40a8-8739-55e679780dc3
Туймазы,Башкортостан,"Респ Башкортостан, г Туймазы",66849,UTC+5,54.5999224,53.6950623,511a0136-f60c-451b-a2eb-3402103f1223
Уфа,Башкортостан,г Уфа,1062300,UTC+5,54.734944,55.9578468,7339e834-2cb4-4734-a4c7-1fca2c66e562
Учалы,Башкортостан,"Респ Башкортостан, г Учалы",37771,UTC+5,54.3067375,59.4125461,7b2b052a-49df-4aff-a36f-fb82957da2ea
Янаул,Башкортостан,"Респ Башкортостан, г Янаул",26988,UTC+5,56.2650146,54.929907,21de303b-205d-4d37-81c9-63d10246e1af
Белая Холуница,Кировская,"Кировская обл, г Белая Холуница",11232,UTC+3,58.8415239,50.8460699,49e2b1b5-771f-4dfd-9428-e74cd055d113
Вятские Поляны,Кировская,"Кировская обл, г Вятские Поляны",35159,UTC+3,56.2284817,51.0614855,7ad714c1-1136-4c39-84c1-17e15dbc5aab
Зуевка,Кировская,"Кировская обл, г Зуевка",11198,UTC+3,58.4032152,51.1331606,fe3dfa87-0363-4fbf-9a2c-dcfb237f6943
Киров,Кировская,г Киров,473668,UTC+3,58.6035264,49.6679304,452a2ddf-88a1-4e35-8d8d-8635493768d4
Кирово-Чепецк,Кировская,"Кировская обл, г Кирово-Чепецк",80920,UTC+3,58.5559424,50.0316848,3cdc251a-a649-4063-8c51-00ea2f676a95
Кирс,Кировская,"Кировская обл, г Кирс",10420,UTC+3,59.340056,52.2414437,31ed73ca-6927-4243-9618-36de284ab038
Котельнич,Кировская,"Кировская обл, г Котельнич",24979,UTC+3,58.3034832,48.3475597,49846fff-046e-4cee-944b-137cb833d67f
Луза,Кировская,"Кировская обл, г Луза",11262,UTC+3,60.6290609,47.2612445,9e22dc47-e0df-407b-8448-39ca682e3fd6
Малмыж,Кировская,"Кировская обл, г Малмыж",8265,UTC+3,56.5243844,50.6782739,2193594d-ddaf-42b6-9dfe-95cda00ba520
Мураши,Кировская,"Кировская обл, г Мураши",6752,UTC+3,59.3955383,48.9638417,20b2bc28-9404-4c1d-9e50-783338c1ea3c
Нолинск,Кировская,"Кировская обл, г Нолинск",9556,UTC+3,57.5597284,49.93575,03e15a08-649a-44f9-93fb-0be35ce2fb5f
Омутнинск,Кировская,"Кировская обл, г Омутнинск",23618,UTC+3,58.6698913,52.1894564,9039bbb5-93a8-4172-b97c-af2b9abbb614
Орлов,Кировская,"Кировская обл, г Орлов",6959,UTC+3,58.5389776,48.8927723,0302ec51-eea9-4343-9248-ce4878ca465e
Слободской,Кировская,"Кировская обл, г Слободской",33983,UTC+3,58.7311574,50.1669249,8effba3d-4f82-45f6-938a-f1eac4405623
Советск,Кировская,"Кировская обл, г Советск",16592,UTC+3,57.584196,48.9590272,2fa0734f-2b29-49d5-862f-29f15d88a402
Сосновка,Кировская,"Кировская обл, Вятскополянский р-н, г Сосновка",11960,UTC+3,56.2532741,51.2833642,9e9afbb6-8de5-4765-a69f-2c4dfa498006
Уржум,Кировская,"Кировская обл, г Уржум",10213,UTC+3,57.1097477,50.0058097,759037c3-6408-4466-afe4-b10adc4edff4
Яранск,Кировская,"Кировская обл, г Яранск",17252,UTC+3,57.3040326,47.8478737,af4098b9-6200-450a-999f-6e732cbdbac3
Волжск,Марий Эл,"Респ Марий Эл, г Волжск",55671,UTC+3,55.8623156,48.3715083,f183b079-b65f-4781-9b79-310ba29b724d
Звенигово,Марий Эл,"Респ Марий Эл, г Звенигово",11945,UTC+3,55.9738571,48.0170245,a9999751-53ff-4b43-b15f-6ad8034705ba
Йошкар-Ола,Марий Эл,г Йошкар-Ола,248688,UTC+3,56.6343662,47.8999706,0648e41c-a09b-4eac-91cd-8cf61b9ccb7b
Козьмодемьянск,Марий Эл,"Респ Марий Эл, г Козьмодемьянск",21262,UTC+3,56.3334036,46.546675,70f9ed24-8b25-4688-857f-a337710d4825
Ардатов,Мордовия,"Респ Мордовия, г Ардатов",9400,UTC+3,54.8465544,46.2411232,edab359e-50ac-422a-9117-78ce44b6f758
Инсар,Мордовия,"Респ Мордовия, г Инсар",8687,UTC+3,53.8770022,44.3696566,e5473064-cb2e-4da5-aa2b-42599c031705
Ковылкино,Мордовия,"Респ Мордовия, г Ковылкино",21307,UTC+3,54.0391072,43.9191539,53445e0f-9d61-4359-9f4f-4983ff7aec34
Краснослободск,Мордовия,"Респ Мордовия, г Краснослободск",10151,UTC+3,54.4248207,43.7845011,870f93e7-2c41-45eb-baeb-b78cbcd79288
Рузаевка,Мордовия,"Респ Мордовия, г Рузаевка",47529,UTC+3,54.0581967,44.9490466,a35889dd-6958-4d3e-8a65-3f628b9179ed
Саранск,Мордовия,г Саранск,318841,UTC+3,54.1809332,45.1862632,1ccfdc3c-be0f-4e42-ab4d-98f90de972d9
Темников,Мордовия,"Респ Мордовия, г Темников",7247,UTC+3,54.6310583,43.2161099,7a57dd0c-5b64-480e-8369-3e22261e2bf0
Арзамас,Нижегородская,"Нижегородская обл, г Арзамас",106367,UTC+3,55.3945814,43.8408141,7e42f157-87d6-4111-a406-17432e814723
Балахна,Нижегородская,"Нижегородская обл, г Балахна",51526,UTC+3,56.495036,43.5758423,275737a6-dee6-493b-82bb-ca5c3c97b24e
Богородск,Нижегородская,"Нижегородская обл, г Богородск",25497,UTC+3,56.1020828,43.5135442,17962cbc-48c7-43d4-b174-c35485d114e7
Бор,Нижегородская,"Нижегородская обл, г Бор",78079,UTC+3,56.3565458,44.0646481,e736e903-6bc3-450b-b8af-7909213dc9ef
Ветлуга,Нижегородская,"Нижегородская обл, г Ветлуга",8956,UTC+3,57.8559204,45.7761957,aa1e00f2-a813-4f3d-b74a-9f9d73bfb1ff
Володарск,Нижегородская,"Нижегородская обл, г Володарск",9924,UTC+3,56.2169751,43.1596417,b92c9e2b-161d-4043-87ef-ed255529f7c6
Ворсма,Нижегородская,"Нижегородская обл, Павловский р-н, г Ворсма",11622,UTC+3,55.989943,43.2718859,cd695c84-0b68-4d4c-8068-76e9bba1228a
Выкса,Нижегородская,"Нижегородская обл, г Выкса",56196,UTC+3,55.3207727,42.1678834,d89942e8-e06b-46bd-a805-7cec8f77417e
Горбатов,Нижегородская,"Нижегородская обл, Павловский р-н, г Горбатов",2278,UTC+3,56.1307769,43.0626185,9e79f812-d4b6-48d6-97c3-aa94c102de3e
Городец,Нижегородская,"Нижегородская обл, г Городец",30699,UTC+3,56.6449218,43.4723104,a80ea6a8-87f3-4621-89bb-eeb16f56ef94
Дзержинск,Нижегородская,"Нижегородская обл, г Дзержинск",240762,UTC+3,56.2376047,43.4599416,1d5a97d5-9bdf-44c9-ac42-e201833e7f28
Заволжье,Нижегородская,"Нижегородская обл, Городецкий р-н, г Заволжье",40265,UTC+3,56.6404286,43.3872492,b1a903c2-9bdf-4a10-8e4b-e34d7b8d7dc3
Княгинино,Нижегородская,"Нижегородская обл, г Княгинино",6708,UTC+3,55.8205915,45.032337,b3350a67-b3c0-47b2-afb3-2b308227a89e
Кстово,Нижегородская,"Нижегородская обл, г Кстово",66641,UTC+3,56.1432084,44.1664198,8d72434a-977f-418b-80e0-f37ff75d52e4
Кулебаки,Нижегородская,"Нижегородская обл, г Кулебаки",35762,UTC+3,55.4296181,42.5125538,a963a64c-29cf-4342-bdc7-d998017aa4cd
Лукоянов,Нижегородская,"Нижегородская обл, г Лукоянов",14949,UTC+3,55.0326225,44.4933807,edc07c38-090b-4990-9484-af85752c484f
Лысково,Нижегородская,"Нижегородская обл, г Лысково",21882,UTC+3,56.0262359,45.035771,978c4d8c-f724-43b1-aa95-0c1fc49dc6b7
Навашино,Нижегородская,"Нижегородская обл, г Навашино",16413,UTC+3,55.543811,42.1887089,87f58ce7-8bad-4b33-9654-907bbd18d36a
Нижний Новгород,Нижегородская,г Нижний Новгород,1250615,UTC+3,56.3240627,44.0053913,555e7d61-d9a7-4ba6-9770-6caa8198c483
Павлово,Нижегородская,"Нижегородская обл, г Павлово",60699,UTC+3,55.9797564,43.0995042,169a49f5-e0ed-44ae-83f8-653e44685e15
Первомайск,Нижегородская,"Нижегородская обл, г Первомайск",14567,UTC+3,54.8675792,43.8013992,a72a0367-92a4-4ec3-9aa2-2397039a3d70
Перевоз,Нижегородская,"Нижегородская обл, г Перевоз",9201,UTC+3,55.5967718,44.5448369,e3ff7ef2-92b6-4ab7-b2ff-4d58cab73dbc
Саров,Нижегородская,"Нижегородская обл, г Саров",92073,UTC+3,54.9228268,43.3448089,be0210d1-1b58-49c1-8304-eb5ff5618fad
Семенов,Нижегородская,"Нижегородская обл, г Семенов",24472,UTC+3,56.7889794,44.4902885,dacc69b0-38df-462e-b346-26541cb9c0b8
Сергач,Нижегородская,"Нижегородская обл, г Сергач",21387,UTC+3,55.5201515,45.4813231,ef4d5a83-c574-48d9-86ec-386f18bec524
Урень,Нижегородская,"Нижегородская обл, г Урень",12311,UTC+3,57.4612572,45.7833293,0e7e2d6e-7217-4624-857a-67b2300c0952
Чкаловск,Нижегородская,"Нижегородская обл, г Чкаловск",12371,UTC+3,56.7651262,43.242077,46659847-4fed-4981-bdaf-d260874864ee
Шахунья,Нижегородская,"Нижегородская обл, г Шахунья",21337,UTC+3,57.6764293,46.6129009,a5d97e2a-acea-44c0-92d1-1f107fc472cd
Абдулино,Оренбургская,"Оренбургская обл, г Абдулино",20663,UTC+5,53.6778906,53.6472483,5e796fe8-2870-4a24-a14a-5669ca0141e5
Бугуруслан,Оренбургская,"Оренбургская обл, г Бугуруслан",52249,UTC+5,53.6523728,52.4326853,680f6208-865b-43b4-ab24-1f42f51d2c33
Бузулук,Оренбургская,"Оренбургская обл, г Бузулук",82816,UTC+5,52.7881277,52.2624877,653b316e-d0ca-414e-9211-03a96643e91b
Гай,Оренбургская,"Оренбургская обл, г Гай",38302,UTC+5,51.4649189,58.4436875,c9a3cd9e-a133-4de9-aafb-a6e0b664312c
Кувандык,Оренбургская,"Оренбургская обл, г Кувандык",26176,UTC+5,51.4783857,57.3612636,7644221b-0ef9-40c3-8378-cb0e2299747e
Медногорск,Оренбургская,"Оренбургская обл, г Медногорск",27253,UTC+5,51.4037617,57.583163,86204c33-b552-4ebd-a93a-9dc8b274ee9c
Новотроицк,Оренбургская,"Оренбургская обл, г Новотроицк",97914,UTC+5,51.1964202,58.3018192,5cb431ac-6645-47b2-9716-5fccc9ec1d7f
Оренбург,Оренбургская,г Оренбург,570329,UTC+5,51.7875092,55.1018828,dce97bff-deb2-4fd9-9aec-4f4327bbf89b
Орск,Оренбургская,"Оренбургская обл, г Орск",238006,UTC+5,51.2294282,58.4752777,71e7cb45-f365-4e6b-b068-a7d35349c3ba
Соль-Илецк,Оренбургская,"Оренбургская обл, г Соль-Илецк",26308,UTC+5,51.1633736,54.9896726,d2d93864-f4a5-4ac2-b953-b230cc9d0fa0
Сорочинск,Оренбургская,"Оренбургская обл, г Сорочинск",30136,UTC+5,52.426685,53.1542745,1d9296cc-f534-4e81-9e97-c31d3ef9c25a
Ясный,Оренбургская,"Оренбургская обл, г Ясный",16082,UTC+5,51.036838,59.874344,c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8
Белинский,Пензенская,"Пензенская обл, г Белинский",8567,UTC+3,52.9640996,43.4183212,ea57fb75-444f-4f54-b89e-d66ac91774ba
Городище,Пензенская,"Пензенская обл, г Городище",8102,UTC+3,53.2726916,45.7026142,b9d45c36-c679-40bb-8168-7ab78913a2c7
Заречный,Пензенская,"Пензенская обл, г Заречный",63579,UTC+3,53.1960836,45.1689907,ff38fc0c-d739-4627-a2f4-58af8f3d9d42
Каменка,Пензенская,"Пензенская обл, г Каменка",39579,UTC+3,53.1855463,44.0469717,e5313349-e01d-47a2-b329-b1629c243520
Кузнецк,Пензенская,"Пензенская обл, г Кузнецк",88886,UTC+3,53.1130888,46.605092,b4751488-e03d-416c-9cde-af7465256bfa
Нижний Ломов,Пензенская,"Пензенская обл, г Нижний Ломов",22678,UTC+3,53.5300905,43.6730217,f852d3a4-5d39-4a1b-be4a-f20ca9c4e60c
Никольск,Пензенская,"Пензенская обл, г Никольск",22471,UTC+3,53.7137496,46.0799857,6e26041a-db1c-4f41-93f1-f056ab0b70ef
Пенза,Пензенская,г Пенза,519592,UTC+3,53.1753314,45.0348625,ff3292b1-a1d2-47d4-b35b-ac06b50555cc
Сердобск,Пензенская,"Пензенская обл, г Сердобск",35393,UTC+3,52.4697595,44.2122414,20c2c219-f4a8-4d07-93c9-72bd6766c0b6
